Serial Number,Outlook,Temperature,Windy,Humidity,precipitation,temp_max,temp_min,wind
4668,Overcast,Cool,TRUE,High,3.896867886,7.99802109,0.19154897,0.470258951
4669,Overcast,Cool,TRUE,Normal,9.983927937,6.322764701,-3.177606283,2.296743771
4670,Sunny,Cool,TRUE,Normal,8.049839647,15.85362201,-0.350757752,4.244670346
4671,Rainy,Cool,FALSE,High,4.038948881,7.894438376,3.938725514,0.38246089
4672,Sunny,Hot,FALSE,Normal,7.594357442,8.649199286,-1.835122844,4.366183348
4673,Rainy,Hot,TRUE,Normal,25.44533057,12.21251288,0.832833689,1.744595693
4674,Overcast,Mild,TRUE,Normal,10.26656238,19.50812638,3.156968861,4.630985483
4675,Overcast,Hot,TRUE,Normal,17.4672061,18.6438531,7.835290728,4.317980508
4676,Sunny,Hot,TRUE,Normal,10.00571557,8.540050171,3.499816759,2.799912819
4677,Rainy,Mild,TRUE,Normal,16.15920695,12.14955185,9.163295777,4.726077336
4678,Rainy,Hot,TRUE,High,14.87881643,-0.25652134,-4.832880783,3.343848597
4679,Rainy,Cool,FALSE,Normal,8.920843079,13.97131507,3.701856048,4.81102279
4680,Sunny,Hot,TRUE,Normal,16.75638313,6.110944841,4.386383057,0.943739142
4681,Overcast,Cool,TRUE,High,13.28071289,10.70743071,-0.228164369,8.608787869
4682,Overcast,Hot,TRUE,High,5.845249565,10.82698627,9.65532199,6.604124606
4683,Rainy,Hot,TRUE,High,13.39907789,8.149872482,2.845971048,4.36120054
4684,Sunny,Cool,TRUE,Normal,27.74412513,13.92383041,-2.924530014,5.608082704
4685,Rainy,Mild,FALSE,Normal,-0.189242877,11.12090958,7.248422193,2.720155733
4686,Rainy,Cool,FALSE,Normal,19.13563555,2.065074289,4.210792058,4.897629251
4687,Rainy,Cool,TRUE,High,7.943544185,10.7314392,2.857522999,4.041235701
4688,Overcast,Hot,FALSE,High,19.73029863,3.621975638,5.676256071,4.559852487
4689,Rainy,Hot,TRUE,Normal,4.084169799,3.074200555,3.901087195,3.951009523
4690,Overcast,Cool,FALSE,High,5.348585771,1.231846499,-5.880891662,5.414302472
4691,Sunny,Cool,FALSE,High,28.21327339,4.996792246,12.96211312,4.993713976
4692,Sunny,Mild,TRUE,High,24.90544069,13.34285695,4.194144367,5.008374117
4693,Rainy,Mild,TRUE,High,23.82801638,17.36777947,4.657239973,6.261642795
4694,Sunny,Mild,TRUE,High,7.639847277,11.99372388,4.179337963,1.133906813
4695,Overcast,Cool,TRUE,High,10.38293253,3.887668416,8.178425817,4.073397084
4696,Sunny,Mild,TRUE,Normal,-5.688563471,11.56441382,4.0882366,3.409146863
4697,Rainy,Hot,FALSE,Normal,18.13043051,2.674350874,-0.206404746,9.672522567
4698,Overcast,Hot,FALSE,High,3.460727958,15.68798982,5.418142247,4.720163043
4699,Overcast,Cool,FALSE,Normal,29.24281926,5.742107705,3.760224745,4.412715716
4700,Overcast,Cool,FALSE,Normal,11.25007522,12.17522488,4.301164279,7.742315043
4701,Overcast,Cool,FALSE,Normal,22.20998967,12.15845827,0.413555855,5.862452943
4702,Sunny,Mild,FALSE,High,16.22176784,16.56328099,5.127282866,4.4167568
4703,Sunny,Hot,TRUE,Normal,6.813172366,1.580527258,1.567987398,4.526467731
4704,Overcast,Mild,FALSE,Normal,1.495313394,8.434313708,2.642293229,5.532423858
4705,Overcast,Cool,FALSE,High,1.25971173,-2.587694355,6.491700924,2.433364457
4706,Overcast,Cool,TRUE,High,19.94935817,17.79246428,1.994305084,2.874926373
4707,Rainy,Mild,FALSE,Normal,17.51826933,6.48588911,10.2952801,6.159888409
4708,Overcast,Cool,FALSE,Normal,10.16945838,4.695548023,1.515026547,3.916301744
4709,Sunny,Hot,FALSE,Normal,24.07791205,2.204095181,1.485377598,5.990194312
4710,Sunny,Mild,TRUE,Normal,18.55933614,14.17673843,0.910936683,0.64234267
4711,Rainy,Hot,TRUE,Normal,10.29260146,-2.117152923,1.037269781,1.506710706
4712,Rainy,Mild,TRUE,High,4.018985556,11.45687593,4.625901552,8.528322327
4713,Rainy,Hot,FALSE,High,36.38748909,1.384394716,4.55488709,1.861661405
4714,Rainy,Mild,FALSE,High,27.9791753,13.14387572,6.191188478,8.856998502
4715,Overcast,Hot,TRUE,Normal,9.228141672,14.54341046,4.287787908,3.884896041
4716,Rainy,Cool,FALSE,High,6.348929253,9.599514389,0.80199582,3.617778636
4717,Overcast,Cool,TRUE,High,12.29968627,20.81919047,-1.470686611,5.257865201
4718,Rainy,Hot,TRUE,High,22.56852347,1.051394915,4.425051722,6.621175447
4719,Overcast,Mild,FALSE,Normal,15.90500683,1.173144982,4.418906455,0.19368385
4720,Rainy,Hot,TRUE,Normal,22.81981614,3.012781586,4.165889941,3.939539774
4721,Rainy,Mild,TRUE,Normal,9.656524747,16.06834039,2.98051384,0.521440114
4722,Overcast,Cool,TRUE,High,25.24081076,6.272624819,8.968682118,4.139841323
4723,Overcast,Cool,TRUE,High,20.1005314,13.38867099,3.113070968,3.05344504
4724,Overcast,Cool,FALSE,Normal,22.09788286,16.2858198,5.482598419,6.097172421
4725,Overcast,Hot,TRUE,High,-2.42787484,2.239959079,3.434220362,5.204970262
4726,Sunny,Hot,FALSE,Normal,-3.165146938,10.65531334,9.078480984,2.66375462
4727,Overcast,Mild,TRUE,Normal,7.345703007,5.306898778,1.55400955,8.021927211
4728,Overcast,Cool,TRUE,Normal,33.48636854,3.663456801,-2.634945477,4.066898053
4729,Sunny,Cool,TRUE,High,1.960901338,15.52851233,6.4614574,7.424914393
4730,Overcast,Mild,FALSE,High,21.53973993,21.23903164,6.338620405,4.861749819
4731,Sunny,Cool,FALSE,High,18.52149811,15.92240268,3.667337635,4.402591617
4732,Overcast,Mild,TRUE,Normal,12.36629813,2.347782701,11.67020613,6.719169847
4733,Overcast,Hot,TRUE,High,34.89502,2.635253676,7.78724428,6.887205463
4734,Overcast,Mild,TRUE,High,6.752651967,9.633125256,-2.787641457,1.640393569
4735,Overcast,Hot,TRUE,High,21.12012759,12.11929205,3.292532562,6.68118927
4736,Overcast,Hot,TRUE,Normal,14.63550944,4.652982238,4.793594671,7.590495128
4737,Sunny,Mild,FALSE,High,0.682389251,12.82830648,7.703956289,4.898462969
4738,Rainy,Hot,FALSE,High,14.79752059,19.53927064,0.612008513,4.515357386
4739,Rainy,Cool,TRUE,High,29.84720972,6.681932508,-1.503008541,5.854677561
4740,Overcast,Hot,FALSE,Normal,25.84859617,19.40074903,12.95174788,9.160322209
4741,Overcast,Mild,TRUE,Normal,22.55616789,7.256712435,7.754795392,1.591507697
4742,Overcast,Mild,FALSE,Normal,11.32743196,10.18868402,10.08006903,4.605729665
4743,Rainy,Hot,TRUE,High,21.18831479,18.43743322,-2.027745436,4.726404326
4744,Rainy,Mild,FALSE,Normal,0.258220098,8.743515351,0.388526547,3.277757453
4745,Sunny,Mild,TRUE,Normal,24.82595356,20.36075339,7.601538786,1.287631052
4746,Rainy,Hot,TRUE,Normal,-2.892199088,9.513169358,3.808568602,2.367527891
4747,Overcast,Mild,FALSE,Normal,3.95810301,10.70189899,5.448526207,4.671489265
4748,Rainy,Mild,FALSE,High,9.839166826,7.416334025,5.114882267,4.163628096
4749,Overcast,Mild,TRUE,Normal,11.3291064,17.9297004,-3.158045168,5.847794698
4750,Overcast,Hot,FALSE,High,22.72161782,13.57593694,1.344502543,6.712591569
4751,Overcast,Hot,FALSE,High,31.238045,12.84910574,6.757297451,5.185206539
4752,Sunny,Mild,FALSE,Normal,12.94171212,12.00511296,11.05326308,2.236736278
4753,Sunny,Mild,TRUE,High,8.230727322,21.28170215,-1.83053521,7.64561849
4754,Sunny,Cool,FALSE,High,22.0801109,10.55387226,0.508707007,4.467271047
4755,Rainy,Cool,TRUE,High,18.49473187,8.185600457,0.853256736,3.550044198
4756,Sunny,Cool,TRUE,Normal,2.168256323,13.13925763,1.735548966,6.353328018
4757,Overcast,Cool,FALSE,Normal,22.21521287,4.989373698,2.533579672,2.394841674
4758,Rainy,Cool,FALSE,High,16.0560867,7.391832096,4.242592622,6.807038945
4759,Rainy,Cool,TRUE,Normal,15.5018064,5.126696643,-0.307364567,6.15878452
4760,Rainy,Mild,TRUE,Normal,2.986754514,15.19597347,-2.820908613,2.549803713
4761,Overcast,Hot,TRUE,Normal,10.66399999,6.778136667,3.142914853,2.159802765
4762,Sunny,Mild,TRUE,High,14.61554347,11.37013589,4.721569808,3.899202855
4763,Overcast,Hot,FALSE,High,18.25016324,9.187104642,5.194820295,3.969191692
4764,Overcast,Cool,FALSE,Normal,12.27490637,23.34704021,-2.838589191,0.929637922
4765,Sunny,Hot,TRUE,Normal,11.61344755,11.48486603,4.43580283,4.914780685
4766,Overcast,Hot,FALSE,Normal,10.33961452,9.17027725,1.762489203,5.636995003
4767,Sunny,Cool,TRUE,High,4.268924453,10.35489586,-2.574617268,3.376103839
4768,Rainy,Cool,TRUE,High,4.39343769,9.731611914,-3.244734184,4.413489711
4769,Rainy,Mild,TRUE,High,-1.574959091,9.698668202,2.473268165,7.087993802
4770,Sunny,Cool,TRUE,Normal,22.21789765,1.07012145,4.728648795,3.449412478
4771,Rainy,Mild,FALSE,High,21.01894131,8.867985002,-0.043955972,6.756075797
4772,Rainy,Mild,FALSE,High,4.458615636,15.88114832,5.991435099,3.609327662
4773,Sunny,Cool,FALSE,High,19.74437591,8.200692043,2.504566224,5.673086363
4774,Rainy,Hot,TRUE,High,21.85372353,9.849081867,-2.340769794,2.589448314
4775,Sunny,Hot,TRUE,High,22.70214338,6.4451698,1.753145893,-0.018632966
4776,Sunny,Hot,TRUE,Normal,16.24570234,12.96107887,7.421283387,6.637305587
4777,Overcast,Hot,FALSE,Normal,26.19198963,-1.338077952,8.899452823,3.516171681
4778,Rainy,Cool,TRUE,Normal,20.55332124,5.188490054,4.920790112,2.83736143
4779,Overcast,Cool,TRUE,High,31.56617665,6.565920658,4.070240981,5.245906285
4780,Overcast,Cool,TRUE,Normal,5.312269368,6.217169375,6.935516,3.958435914
4781,Rainy,Cool,FALSE,High,12.78555085,7.77032897,2.696981289,3.659315377
4782,Sunny,Cool,FALSE,Normal,20.65103988,3.727761921,6.475607689,3.814236805
4783,Rainy,Cool,TRUE,High,7.230031446,16.369243,4.046493007,8.085984156
4784,Rainy,Mild,TRUE,Normal,9.199407436,6.531037325,3.247981841,4.510623931
4785,Overcast,Hot,TRUE,High,13.84706555,4.026353136,6.755254686,4.345190028
4786,Sunny,Mild,TRUE,High,19.12230486,18.33372638,5.75692077,2.799311066
4787,Rainy,Mild,TRUE,Normal,11.25211643,8.135366963,6.159210955,1.951879703
4788,Overcast,Hot,TRUE,High,11.47116505,11.51134192,-1.019421039,5.685243769
4789,Overcast,Mild,TRUE,Normal,36.09772455,5.536725715,11.82687196,3.544786986
4790,Sunny,Cool,TRUE,Normal,4.933311139,20.38469711,6.194927785,6.976940013
4791,Rainy,Hot,TRUE,Normal,8.787954319,16.17519179,3.674633049,3.51547484
4792,Rainy,Hot,TRUE,High,12.21546905,17.64922522,7.452135059,7.53429002
4793,Overcast,Cool,FALSE,High,3.565774303,6.904490244,0.978905985,6.546605499
4794,Sunny,Hot,TRUE,Normal,22.17312095,13.72448146,1.920632028,6.415767254
4795,Overcast,Mild,FALSE,High,-2.839456022,11.98021066,3.370856077,5.899301543
4796,Overcast,Cool,FALSE,High,16.5792305,10.04052571,2.805245981,6.481449467
4797,Sunny,Cool,FALSE,Normal,24.85632261,12.31736705,6.996566921,6.558718192
4798,Rainy,Cool,FALSE,Normal,8.807778203,6.126563769,0.523827344,4.12369183
4799,Rainy,Hot,FALSE,High,16.7673202,17.50341711,-1.024448982,1.36109029
4800,Sunny,Hot,TRUE,Normal,15.44521544,6.342634806,5.431653508,6.444950985
4801,Rainy,Cool,TRUE,High,15.17895173,10.77520896,3.301443006,8.055852982
4802,Sunny,Hot,FALSE,Normal,24.60378597,6.488170729,6.005276594,1.424915361
4803,Sunny,Hot,TRUE,High,11.66748564,16.42878922,2.589873793,6.941290438
4804,Sunny,Hot,TRUE,Normal,-1.526609009,9.337781473,6.907287017,5.328965907
4805,Rainy,Cool,TRUE,Normal,8.601545799,4.046176319,2.209477198,4.257260913
4806,Sunny,Hot,TRUE,Normal,24.01121476,7.734911136,10.69216994,3.13777218
4807,Overcast,Cool,TRUE,High,20.42530637,13.24048699,8.991180846,2.002430438
4808,Overcast,Hot,FALSE,High,14.36426069,14.30223365,6.163530938,4.679283647
4809,Rainy,Cool,TRUE,Normal,17.14293489,4.336899565,6.965692166,7.221091316
4810,Overcast,Hot,TRUE,Normal,13.73754269,23.04117097,4.789177629,2.082958082
4811,Rainy,Hot,TRUE,Normal,12.69656521,18.05925157,5.423941049,5.677148702
4812,Rainy,Cool,TRUE,High,2.78647475,4.381171461,4.211323985,4.857966011
4813,Sunny,Hot,TRUE,High,12.82985545,13.67875985,3.465794257,4.079493812
4814,Sunny,Hot,FALSE,High,11.83188279,10.85367457,9.147884745,2.360816354
4815,Overcast,Cool,FALSE,High,14.47294823,14.05494392,3.43206928,6.743288666
4816,Rainy,Mild,FALSE,Normal,14.82342614,15.84289159,2.580524439,4.919274223
4817,Sunny,Cool,FALSE,Normal,-7.240458297,13.31937543,-0.476283725,5.372948158
4818,Sunny,Hot,FALSE,High,10.12037361,12.49641668,1.16809008,5.221981537
4819,Rainy,Hot,FALSE,High,10.99531642,9.407593686,5.497192593,2.303166198
4820,Sunny,Hot,TRUE,Normal,9.009033588,6.485396786,4.950346071,3.710672013
4821,Overcast,Hot,FALSE,Normal,8.719116342,8.88289427,2.023564507,2.685373201
4822,Rainy,Cool,FALSE,High,31.29551973,16.17862767,1.153139874,4.164700912
4823,Rainy,Hot,TRUE,High,37.09745041,15.16404533,2.383252736,7.219727473
4824,Rainy,Hot,FALSE,High,11.14712071,13.82578673,2.431702307,3.660792508
4825,Sunny,Cool,TRUE,Normal,16.65601702,4.521419089,6.514786064,5.041165309
4826,Sunny,Hot,FALSE,Normal,15.28756373,12.52416804,11.28427095,4.229419978
4827,Sunny,Cool,FALSE,Normal,12.71435453,10.58062216,0.579278697,4.20993262
4828,Sunny,Hot,TRUE,Normal,12.40366863,11.4203166,2.070370526,10.07782804
4829,Sunny,Mild,FALSE,High,20.69687269,25.81316317,10.86646096,7.579498743
4830,Sunny,Mild,TRUE,Normal,17.29122541,13.88198217,5.20367008,2.43495158
4831,Overcast,Hot,FALSE,High,18.48521757,9.117765613,-2.444132708,2.518740922
4832,Sunny,Cool,FALSE,High,10.23177908,1.518032558,7.694868247,5.90735103
4833,Overcast,Mild,TRUE,High,22.22920795,1.6265579,7.819348929,4.826010868
4834,Overcast,Cool,TRUE,Normal,30.76812092,21.54652961,1.703022746,5.946372241
4835,Overcast,Cool,FALSE,Normal,24.28745563,16.0820424,1.497196652,5.021564647
4836,Rainy,Hot,TRUE,Normal,0.086330182,14.89597678,7.397720303,7.514449755
4837,Sunny,Cool,TRUE,High,8.174792395,8.079429822,3.688386286,5.285910317
4838,Rainy,Cool,TRUE,High,8.997860396,15.65138448,5.239161297,2.567950719
4839,Sunny,Hot,FALSE,Normal,15.88642687,19.07689101,8.82621965,3.869509499
4840,Sunny,Mild,TRUE,High,30.19251123,9.362180054,-5.382770959,6.896348289
4841,Sunny,Mild,TRUE,Normal,5.020900806,15.1823285,-3.103976816,4.417743601
4842,Overcast,Mild,FALSE,High,25.02942554,0.627154792,3.595547033,5.042263733
4843,Overcast,Hot,FALSE,High,12.67135299,7.4598549,9.941323211,4.829591275
4844,Rainy,Cool,TRUE,High,-1.155500857,4.703352774,7.606765413,6.539119717
4845,Rainy,Cool,TRUE,Normal,13.83013552,9.293461321,13.33757204,3.448845033
4846,Overcast,Mild,FALSE,Normal,-0.817004458,12.30175144,2.857025861,6.276346754
4847,Overcast,Hot,TRUE,High,21.11209373,12.04499766,1.621882582,3.317715834
4848,Sunny,Hot,TRUE,Normal,4.598045256,17.39342958,3.694645152,2.636401623
4849,Rainy,Cool,FALSE,Normal,18.99500368,15.24231872,2.753043896,5.623912553
4850,Overcast,Mild,FALSE,High,13.42204036,14.2651938,0.10134644,2.323274756
4851,Sunny,Hot,TRUE,High,17.23200126,10.99083135,6.341637741,9.096648075
4852,Sunny,Cool,TRUE,High,38.15054714,6.699839995,-0.477139606,5.695647117
4853,Sunny,Hot,FALSE,Normal,21.54982685,11.53040572,5.930969121,4.558141988
4854,Rainy,Cool,TRUE,Normal,17.97366193,3.260309855,-0.203214119,3.87238967
4855,Sunny,Cool,FALSE,Normal,12.40010704,13.49729099,2.016608707,7.304893803
4856,Overcast,Cool,TRUE,Normal,4.921384538,13.41875658,1.143178355,2.7440989
4857,Rainy,Mild,FALSE,High,4.834119644,9.444911992,5.465153343,1.012910403
4858,Overcast,Hot,FALSE,High,4.952415606,4.603095706,1.787338716,1.480381182
4859,Overcast,Hot,FALSE,High,-6.442787789,3.956668422,7.837165901,4.581359559
4860,Overcast,Mild,FALSE,High,19.35809274,3.116952019,2.014791356,3.160419146
4861,Sunny,Hot,FALSE,Normal,20.35526791,5.00954843,-1.856072486,3.774078822
4862,Overcast,Cool,FALSE,High,8.77554093,10.54602037,-3.783943304,3.230833438
4863,Rainy,Cool,TRUE,High,11.23077845,5.930194181,8.361398956,5.709332225
4864,Overcast,Hot,FALSE,Normal,19.0317449,12.14484291,3.588947181,8.81388038
4865,Rainy,Mild,TRUE,Normal,3.872779965,11.62204901,6.041874425,7.737496854
4866,Overcast,Hot,FALSE,Normal,-5.804135615,12.2384198,5.383956684,1.757484092
4867,Rainy,Cool,TRUE,High,18.43193112,15.78051597,-4.593425232,1.187142096
4868,Overcast,Cool,TRUE,Normal,15.0992309,19.22917749,-2.266323765,2.745209234
4869,Rainy,Mild,TRUE,High,13.63973469,16.7360459,3.909487183,2.067377115
4870,Rainy,Cool,TRUE,High,0.627132283,8.413472473,-3.124702733,6.462671893
4871,Sunny,Cool,TRUE,High,4.835986429,-0.748980256,7.002163003,4.528071312
4872,Rainy,Mild,FALSE,High,4.499574813,11.23878103,6.245599208,8.749271353
4873,Rainy,Mild,TRUE,Normal,-4.736058748,7.172400014,3.612705758,6.016448279
4874,Overcast,Mild,FALSE,Normal,14.44685262,5.084881971,5.525667096,1.689308029
4875,Sunny,Cool,TRUE,Normal,7.463971232,18.09157968,-0.90213447,3.457682468
4876,Rainy,Cool,FALSE,Normal,11.98850989,15.86449317,4.123138561,2.605416892
4877,Sunny,Cool,TRUE,Normal,34.0923963,2.259612943,5.950698684,6.393261747
4878,Rainy,Cool,FALSE,Normal,13.94793831,9.343309683,5.474434032,6.19754071
4879,Overcast,Hot,TRUE,High,37.39899077,8.852643384,-3.590778191,4.21687067
4880,Rainy,Mild,TRUE,High,13.60335568,7.71604866,0.491075657,0.644974151
4881,Overcast,Cool,TRUE,Normal,20.88397992,10.27778557,2.010045215,3.252169677
4882,Rainy,Cool,TRUE,High,26.22999647,12.32618358,2.822204142,7.523486931
4883,Sunny,Hot,TRUE,Normal,8.566159919,10.55187342,2.780420461,5.963356922
4884,Sunny,Cool,FALSE,Normal,16.32871049,9.549715115,3.143657587,0.990757105
4885,Overcast,Cool,TRUE,High,17.73455045,16.74675489,4.153567181,4.203752019
4886,Overcast,Mild,FALSE,Normal,25.94148111,11.19512486,4.45967833,4.733357842
4887,Overcast,Mild,FALSE,High,15.31392685,7.168414126,3.879045471,7.739163699
4888,Rainy,Cool,TRUE,Normal,17.88141503,6.563675139,2.914755513,5.620706482
4889,Overcast,Cool,TRUE,Normal,21.21121278,10.13227679,2.57360298,5.436292005
4890,Rainy,Cool,FALSE,Normal,20.16275924,3.353856797,5.159814185,1.359348441
4891,Rainy,Hot,TRUE,Normal,3.03227069,8.366404285,2.38245271,2.50212364
4892,Sunny,Hot,FALSE,High,19.45163765,7.148491076,-3.716624031,3.84530386
4893,Rainy,Cool,TRUE,Normal,15.62615973,2.177931298,6.344593768,5.341610683
4894,Sunny,Mild,FALSE,Normal,20.16157799,6.868670179,5.258602063,1.84607501
4895,Rainy,Cool,FALSE,High,11.47363045,11.91312579,6.728341041,3.856075524
4896,Overcast,Mild,FALSE,Normal,9.138367113,8.029826967,5.625998133,5.745953424
4897,Rainy,Mild,TRUE,High,10.46179891,14.15518111,5.125157376,2.008691873
4898,Rainy,Cool,TRUE,Normal,11.44259383,4.098767695,3.112622023,4.815948384
4899,Rainy,Cool,FALSE,Normal,14.66937596,5.311303012,1.87580085,6.747381589
4900,Overcast,Cool,TRUE,Normal,20.0952213,17.67020015,9.367726205,7.084745069
4901,Overcast,Hot,TRUE,Normal,15.2307482,18.77501675,7.234504689,5.551003976
4902,Overcast,Hot,TRUE,Normal,4.195222072,1.98501307,10.75298363,5.452707254
4903,Overcast,Cool,FALSE,Normal,20.04419207,10.07469651,4.64162005,2.963901391
4904,Sunny,Mild,FALSE,High,11.90355794,10.7304149,-3.41427033,6.562012835
4905,Sunny,Mild,FALSE,Normal,18.12545457,7.152099447,0.215809256,5.306643217
4906,Sunny,Mild,FALSE,Normal,14.72211582,11.50119193,-0.761171921,5.488371697
4907,Rainy,Mild,FALSE,High,23.43516755,7.368196538,-0.811796888,0.025298695
4908,Overcast,Hot,FALSE,High,1.083338955,13.93368003,5.116051594,2.825871438
4909,Sunny,Mild,TRUE,High,18.34120854,11.63046317,5.223142817,2.671640109
4910,Sunny,Hot,FALSE,Normal,5.578169953,10.14994697,0.1615589,5.215976636
4911,Sunny,Cool,TRUE,High,-3.95005736,8.358508834,0.382180344,6.228169483
4912,Overcast,Cool,FALSE,Normal,17.5642518,12.41773417,-2.990139679,0.915645126
4913,Overcast,Mild,TRUE,High,6.24751791,10.65871599,-0.42729714,6.024873476
4914,Rainy,Cool,FALSE,High,10.76483338,6.638818235,0.041682587,5.116071812
4915,Overcast,Cool,FALSE,High,17.09341819,23.13948591,5.508275548,5.278068947
4916,Sunny,Mild,TRUE,Normal,-21.28173799,30.46164843,1.360453185,3.943586197
4917,Overcast,Hot,TRUE,High,15.81213135,6.968953844,3.944422365,4.725062383
4918,Sunny,Mild,TRUE,Normal,22.67627226,14.26775348,10.44820126,5.602732294
4919,Rainy,Mild,TRUE,High,7.928791799,8.480253171,5.417357006,3.60522124
4920,Overcast,Cool,TRUE,High,12.66578154,8.462126274,7.338314546,7.21050904
4921,Rainy,Mild,FALSE,Normal,16.38366697,14.54441137,3.464698436,3.202601685
4922,Rainy,Cool,FALSE,Normal,6.427604721,15.76512182,2.425839445,6.085808556
4923,Sunny,Cool,TRUE,High,7.314226361,14.39681558,1.980641835,3.590409073
4924,Rainy,Mild,FALSE,High,16.96963523,9.523577064,3.808573491,4.444685384
4925,Rainy,Cool,TRUE,High,2.05424311,9.086130175,3.83158145,2.818489805
4926,Overcast,Cool,TRUE,High,20.15582009,8.019076105,8.600751186,3.685483062
4927,Rainy,Mild,TRUE,Normal,19.58867318,7.720699784,-1.943623043,5.008618894
4928,Rainy,Cool,FALSE,High,28.40083395,9.532060275,3.353477495,4.025729281
4929,Overcast,Mild,FALSE,High,12.991333,7.905218805,3.027518217,2.493034433
4930,Sunny,Mild,TRUE,Normal,6.269199679,1.989346732,4.143294305,5.851248917
4931,Sunny,Hot,FALSE,Normal,8.076623223,16.23895078,6.155792113,4.577621604
4932,Rainy,Cool,FALSE,High,14.82223748,17.07505586,11.86400413,3.562516011
4933,Overcast,Hot,FALSE,Normal,18.06867218,6.120917377,1.090973988,3.318894841
4934,Sunny,Cool,TRUE,High,34.34613812,14.95654793,2.106028278,5.045701099
4935,Overcast,Hot,FALSE,High,14.87788169,15.53711484,2.375106273,1.162606147
4936,Rainy,Cool,TRUE,High,11.30275047,13.17733804,3.91008834,1.970665844
4937,Overcast,Hot,TRUE,High,18.11354192,11.28821928,0.519147515,3.632771297
4938,Sunny,Hot,FALSE,High,12.0705848,13.10492678,1.439725623,5.804514278
4939,Sunny,Cool,TRUE,Normal,19.77368186,12.68640932,4.880258301,6.119766683
4940,Sunny,Hot,TRUE,Normal,18.56108945,13.47263458,-1.68710621,5.361162585
4941,Rainy,Mild,FALSE,High,26.3280068,9.610946881,-0.378839129,3.98138443
4942,Rainy,Mild,FALSE,High,23.19164204,4.990292987,0.595191526,4.320693486
4943,Sunny,Cool,FALSE,Normal,26.47286734,5.914096644,6.878870865,7.76503487
4944,Overcast,Cool,TRUE,High,16.49803971,8.875678791,4.836367152,8.469463622
4945,Rainy,Cool,TRUE,Normal,16.61065835,16.09164201,0.661479344,5.748297598
4946,Rainy,Cool,FALSE,Normal,29.64475765,8.000394519,3.021082111,5.593495867
4947,Overcast,Mild,FALSE,High,23.09226208,9.225093584,11.27483887,4.405245807
4948,Rainy,Cool,FALSE,Normal,18.824184,11.705795,9.000018036,7.240733307
4949,Rainy,Mild,FALSE,Normal,6.219998641,11.32383307,8.019933695,2.620609158
4950,Sunny,Hot,TRUE,High,20.11591556,9.725463784,9.066973303,4.520684635
4951,Overcast,Hot,FALSE,Normal,5.490480375,23.82466921,-1.6228997,5.932873258
4952,Rainy,Cool,FALSE,High,-6.847342311,4.863702734,7.763419865,2.647048829
4953,Sunny,Cool,TRUE,High,22.10422932,6.463657102,-3.054052418,6.454478099
4954,Rainy,Cool,TRUE,Normal,27.12961231,13.3941352,4.512823102,3.174560751
4955,Sunny,Cool,TRUE,Normal,23.43288775,6.787229241,-0.382230159,2.148123265
4956,Rainy,Cool,FALSE,Normal,8.506503101,2.521599979,-1.248106554,2.126390827
4957,Rainy,Hot,FALSE,High,24.78789662,11.04403375,3.57413274,2.846084624
4958,Sunny,Mild,TRUE,Normal,19.51712563,3.088307389,5.434974649,4.178945744
4959,Overcast,Mild,FALSE,High,12.71762649,6.678758543,-0.337647082,7.243075166
4960,Overcast,Cool,TRUE,High,25.98894261,12.12288344,3.838301861,5.511385596
4961,Sunny,Hot,FALSE,High,29.52900988,14.63221985,9.722667536,3.278705937
4962,Rainy,Mild,TRUE,Normal,29.9201303,15.0606262,-2.765973175,5.767785899
4963,Sunny,Mild,TRUE,High,22.6994441,8.909918144,7.259950838,5.256230733
4964,Overcast,Mild,FALSE,High,-5.039940321,11.93217507,-0.229287911,4.429128378
4965,Rainy,Hot,FALSE,Normal,10.82880019,8.92041323,4.706922565,10.13028728
4966,Rainy,Mild,FALSE,Normal,25.13788377,6.00498482,7.959468946,3.933313644
4967,Rainy,Mild,TRUE,High,12.6290721,5.524794999,9.112731624,5.079220495
4968,Rainy,Cool,FALSE,High,16.3425141,14.55776948,0.441434717,5.598385861
4969,Overcast,Mild,TRUE,Normal,10.68392144,13.74001264,5.957183522,3.264964125
4970,Overcast,Mild,TRUE,Normal,19.70901676,10.83106533,3.877888154,3.678158364
4971,Overcast,Hot,TRUE,High,21.81616685,5.106247822,13.3936571,4.869611751
4972,Rainy,Hot,TRUE,Normal,5.201264828,12.05322076,-0.959394031,6.023829273
4973,Sunny,Hot,FALSE,Normal,16.50972784,2.101056401,6.264717409,4.072597256
4974,Sunny,Cool,FALSE,High,20.78398921,10.78583511,4.153625498,3.453270418
4975,Sunny,Mild,TRUE,High,15.57928131,15.49561577,3.128626756,2.825047006
4976,Sunny,Mild,TRUE,High,1.108214197,14.46473313,0.918046201,6.25641881
4977,Rainy,Hot,FALSE,Normal,18.27241726,6.048219466,-1.249555999,3.008531818
4978,Sunny,Cool,FALSE,Normal,22.68338031,0.246071842,2.819570771,7.038803635
4979,Sunny,Mild,FALSE,High,2.483300944,3.288815616,-0.299037119,4.299518644
4980,Overcast,Cool,FALSE,High,4.168350321,10.92533221,3.470118409,6.623591297
4981,Overcast,Cool,FALSE,Normal,10.95107674,10.21745269,3.231606005,5.046373496
4982,Sunny,Hot,FALSE,High,12.85673692,20.01688734,-0.572819879,5.417513706
